Term,PMI,DF,DF_in_group,P(term),P(group),"P(term,group)",P(term|group)
mexicanas caseros,-1.6361110289638519,521,5,0.000973402386984433,0.029829832074075736,9.341673579505116e-06,0.00031316547663785545
showers,-1.6368031087998924,417,4,0.0007790955765307266,0.029829832074075736,7.473338863604092e-06,0.0002505323813102844
tittied,-1.6376013710102366,1356,13,0.002533461874761787,0.029829832074075736,2.42883513067133e-05,0.0008142302392584242
4k ultrahd,-1.6388775155830184,1044,10,0.001950541443400668,0.029829832074075736,1.8683347159010232e-05,0.0006263309532757109
asian slut,-1.6392722653186491,731,7,0.001365752677323648,0.029829832074075736,1.3078343011307162e-05,0.00043843166729299764
blowjob teenager,-1.6402585361708697,209,2,0.0003904819556233138,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
desi hd,-1.6402585361708697,209,2,0.0003904819556233138,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
madura,-1.6402585361708697,209,2,0.0003904819556233138,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
sultry,-1.6402586672876012,418,4,0.0007809639112466276,0.029829832074075736,7.473338863604092e-06,0.0002505323813102844
sex threesome,-1.6402587546987686,1254,12,0.002342891733739883,0.029829832074075736,2.2420016590812277e-05,0.000751597143930853
asian beautiful,-1.6425577395401258,314,3,0.0005866571007929213,0.029829832074075736,5.605004147703069e-06,0.00018789928598271326
bigtits,-1.6429755263335777,3455,33,0.006455096443438035,0.029829832074075736,6.165504562473376e-05,0.002066892145809846
butt huge,-1.6437059687582687,419,4,0.0007828322459625287,0.029829832074075736,7.473338863604092e-06,0.0002505323813102844
homemade oral,-1.6437059687582687,419,4,0.0007828322459625287,0.029829832074075736,7.473338863604092e-06,0.0002505323813102844
si,-1.643706034390544,838,8,0.0015656644919250574,0.029829832074075736,1.4946677727208184e-05,0.0005010647626205688
tits oral,-1.644096892419993,19384,185,0.03621580013302543,0.029829832074075736,0.00034564192244168927,0.011587122635600652
amateurs german,-1.6471446583431193,105,1,0.0001961751451696074,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
boobs bathroom,-1.6471446583431193,105,1,0.0001961751451696074,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
brunette cum4k,-1.6471446583431193,105,1,0.0001961751451696074,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
brunette cutie,-1.6471446583431193,105,1,0.0001961751451696074,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
diaper girl,-1.6471446583431193,105,1,0.0001961751451696074,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
doggy standing,-1.6471446583431193,105,1,0.0001961751451696074,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
enjoying big,-1.6471446583431193,105,1,0.0001961751451696074,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
gime,-1.6471446583431193,105,1,0.0001961751451696074,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
grande amateur,-1.6471446583431193,105,1,0.0001961751451696074,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
grande gros,-1.6471446583431193,105,1,0.0001961751451696074,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
inside fuck,-1.6471446583431193,105,1,0.0001961751451696074,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
nude orgasm,-1.6471446583431193,105,1,0.0001961751451696074,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
orgy pawg,-1.6471446583431193,105,1,0.0001961751451696074,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
pov suck,-1.6471446583431193,105,1,0.0001961751451696074,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
schoolgirl blowjob,-1.6471446583431193,105,1,0.0001961751451696074,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
sul,-1.6471446583431193,105,1,0.0001961751451696074,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
tit licking,-1.6471446583431193,105,1,0.0001961751451696074,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
tits facial,-1.6471446583431193,105,1,0.0001961751451696074,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
tory,-1.6471446583431193,105,1,0.0001961751451696074,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
urination,-1.6471446583431193,105,1,0.0001961751451696074,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
wam,-1.6471446583431193,105,1,0.0001961751451696074,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
xxxmas,-1.6471446583431193,105,1,0.0001961751451696074,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
bukkake gangbang,-1.6471449211663114,210,2,0.0003923502903392148,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
cumshot gilf,-1.6471449211663114,210,2,0.0003923502903392148,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
moist,-1.6471449211663114,210,2,0.0003923502903392148,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
nanny,-1.6471449211663114,210,2,0.0003923502903392148,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
pinay scandal,-1.6471449211663114,210,2,0.0003923502903392148,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
tina kay,-1.6471449211663114,210,2,0.0003923502903392148,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
walker,-1.6471449211663114,210,2,0.0003923502903392148,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
pov pinay,-1.6471450087740624,315,3,0.0005885254355088223,0.029829832074075736,5.605004147703069e-06,0.00018789928598271326
solo blonde,-1.6471450087740624,315,3,0.0005885254355088223,0.029829832074075736,5.605004147703069e-06,0.00018789928598271326
asian babes,-1.647145052577942,420,4,0.0007847005806784296,0.029829832074075736,7.473338863604092e-06,0.0002505323813102844
blondes blowjob,-1.647145052577942,420,4,0.0007847005806784296,0.029829832074075736,7.473338863604092e-06,0.0002505323813102844
masturbation outside,-1.6471450788602708,525,5,0.000980875725848037,0.029829832074075736,9.341673579505116e-06,0.00031316547663785545
threesome blonde,-1.6471450788602708,525,5,0.000980875725848037,0.029829832074075736,9.341673579505116e-06,0.00031316547663785545
erotic audio,-1.6510654781729874,737,7,0.001376962685619054,0.029829832074075736,1.3078343011307162e-05,0.00043843166729299764
amateurs solo,-1.651717738303828,316,3,0.0005903937702247233,0.029829832074075736,5.605004147703069e-06,0.00018789928598271326
sperm verified,-1.651717738303828,316,3,0.0005903937702247233,0.029829832074075736,5.605004147703069e-06,0.00018789928598271326
compilation amateur,-1.6526306704150993,1054,10,0.0019692247905596784,0.029829832074075736,1.8683347159010232e-05,0.0006263309532757109
rimming shaved,-1.6534727837029306,2742,26,0.005122973791000606,0.029829832074075736,4.85767026134266e-05,0.0016284604785168483
audio audio,-1.6539985916231663,211,2,0.0003942186250551159,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
fr,-1.6539985916231663,211,2,0.0003942186250551159,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
gagging gangbang,-1.6539985916231663,211,2,0.0003942186250551159,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
m amateur,-1.6539985916231663,211,2,0.0003942186250551159,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
hd mydirtyhobby,-1.6562760200077142,317,3,0.0005922621049406243,0.029829832074075736,5.605004147703069e-06,0.00018789928598271326
ultrahd,-1.6580954307990559,1058,10,0.0019766981294232822,0.029829832074075736,1.8683347159010232e-05,0.0006263309532757109
27,-1.6608195929143883,106,1,0.00019804347988550846,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
amateur italian,-1.6608195929143883,106,1,0.00019804347988550846,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
amateurs cosplay,-1.6608195929143883,106,1,0.00019804347988550846,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
blowjob caught,-1.6608195929143883,106,1,0.00019804347988550846,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
chat snap,-1.6608195929143883,106,1,0.00019804347988550846,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
cowgirl colombian,-1.6608195929143883,106,1,0.00019804347988550846,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
dc,-1.6608195929143883,106,1,0.00019804347988550846,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
ema,-1.6608195929143883,106,1,0.00019804347988550846,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
fills pussy,-1.6608195929143883,106,1,0.00019804347988550846,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
girls rimming,-1.6608195929143883,106,1,0.00019804347988550846,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
handjob cock,-1.6608195929143883,106,1,0.00019804347988550846,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
jenny wild,-1.6608195929143883,106,1,0.00019804347988550846,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
lana roy,-1.6608195929143883,106,1,0.00019804347988550846,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
masturbate panties,-1.6608195929143883,106,1,0.00019804347988550846,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
masturbate public,-1.6608195929143883,106,1,0.00019804347988550846,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
megan rain,-1.6608195929143883,106,1,0.00019804347988550846,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
nick moreno,-1.6608195929143883,106,1,0.00019804347988550846,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
piss 1825,-1.6608195929143883,106,1,0.00019804347988550846,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
popular porno,-1.6608195929143883,106,1,0.00019804347988550846,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
pov soles,-1.6608195929143883,106,1,0.00019804347988550846,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
real teen,-1.6608195929143883,106,1,0.00019804347988550846,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
ultrafilms solo,-1.6608195929143883,106,1,0.00019804347988550846,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
version 1825,-1.6608195929143883,106,1,0.00019804347988550846,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
yo 1825,-1.6608195929143883,106,1,0.00019804347988550846,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
gode,-1.6608198569004842,212,2,0.0003960869597710169,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
italian amateur,-1.6608198569004842,212,2,0.0003960869597710169,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
japanese tits,-1.6608198569004842,212,2,0.0003960869597710169,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
piss play,-1.6608198569004842,212,2,0.0003960869597710169,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
sex dirty,-1.6608198569004842,212,2,0.0003960869597710169,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
cool,-1.6608199448958698,318,3,0.0005941304396565254,0.029829832074075736,5.605004147703069e-06,0.00018789928598271326
facial cum,-1.6608199888935666,424,4,0.0007921739195420338,0.029829832074075736,7.473338863604092e-06,0.0002505323813102844
sex blonde,-1.6621226438576568,9973,94,0.018632902121680905,0.029829832074075736,0.00017562346329469617,0.005887510960791683
amateurs animation,-1.6630866397993156,637,6,0.0011901292140289517,0.029829832074075736,1.1210008295406138e-05,0.0003757985719654265
view teen,-1.6642185652117785,425,4,0.0007940422542579348,0.029829832074075736,7.473338863604092e-06,0.0002505323813102844
pornstar trimmed,-1.6642186533029488,1275,12,0.0023821267627738047,0.029829832074075736,2.2420016590812277e-05,0.000751597143930853
jeffsmodels plumper,-1.6650018079030025,1382,13,0.002582038577375214,0.029829832074075736,2.42883513067133e-05,0.0008142302392584242
doggy facial,-1.665349603121201,319,3,0.0005959987743724264,0.029829832074075736,5.605004147703069e-06,0.00018789928598271326
tits vaginal,-1.6674883264664464,11927,112,0.022283628156551504,0.029829832074075736,0.0002092534881809146,0.007014906676687962
hase,-1.6676090219898605,213,2,0.00039795529448691794,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
uncensored schoolgirlshd,-1.6676090219898605,213,2,0.00039795529448691794,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
pornstar titfuck,-1.6676091542695743,426,4,0.0007959105889738359,0.029829832074075736,7.473338863604092e-06,0.0002505323813102844
1825 brunette,-1.6700262476650218,2987,28,0.005580715796396356,0.029829832074075736,5.231337204522865e-05,0.0017537266691719905
spanish vaginal,-1.6709917935219178,427,4,0.0007977789236897369,0.029829832074075736,7.473338863604092e-06,0.0002505323813102844
blasen,-1.6743661224700017,107,1,0.00019991181460140948,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
blowjob red,-1.6743661224700017,107,1,0.00019991181460140948,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
busty japanese,-1.6743661224700017,107,1,0.00019991181460140948,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
cock missionary,-1.6743661224700017,107,1,0.00019991181460140948,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
creampie homemade,-1.6743661224700017,107,1,0.00019991181460140948,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
desperateamateurs hd,-1.6743661224700017,107,1,0.00019991181460140948,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
el mejor,-1.6743661224700017,107,1,0.00019991181460140948,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
exclusive gemidos,-1.6743661224700017,107,1,0.00019991181460140948,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
femdom group,-1.6743661224700017,107,1,0.00019991181460140948,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
fetish gonzo,-1.6743661224700017,107,1,0.00019991181460140948,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
fiona,-1.6743661224700017,107,1,0.00019991181460140948,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
fusse lecken,-1.6743661224700017,107,1,0.00019991181460140948,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
gorgeous lesbians,-1.6743661224700017,107,1,0.00019991181460140948,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
horny man,-1.6743661224700017,107,1,0.00019991181460140948,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
indonesia terbaru,-1.6743661224700017,107,1,0.00019991181460140948,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
joymii licking,-1.6743661224700017,107,1,0.00019991181460140948,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
laceystarr mature,-1.6743661224700017,107,1,0.00019991181460140948,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
masturbandose exclusive,-1.6743661224700017,107,1,0.00019991181460140948,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
oil oil,-1.6743661224700017,107,1,0.00019991181460140948,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
pickups reality,-1.6743661224700017,107,1,0.00019991181460140948,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
piercings vaginal,-1.6743661224700017,107,1,0.00019991181460140948,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
piernas,-1.6743661224700017,107,1,0.00019991181460140948,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
povmania,-1.6743661224700017,107,1,0.00019991181460140948,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
redhead spanking,-1.6743661224700017,107,1,0.00019991181460140948,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
religious,-1.6743661224700017,107,1,0.00019991181460140948,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
sensual tits,-1.6743661224700017,107,1,0.00019991181460140948,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
stockings tribbing,-1.6743661224700017,107,1,0.00019991181460140948,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
switch,-1.6743661224700017,107,1,0.00019991181460140948,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
vanessa sky,-1.6743661224700017,107,1,0.00019991181460140948,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
wet hairy,-1.6743661224700017,107,1,0.00019991181460140948,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
1825 cumshot,-1.6743663875972645,214,2,0.00039982362920281897,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
creampie fucking,-1.6743663875972645,214,2,0.00039982362920281897,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
emma hix,-1.6743663875972645,214,2,0.00039982362920281897,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
gagging group,-1.6743663875972645,214,2,0.00039982362920281897,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
hix,-1.6743663875972645,214,2,0.00039982362920281897,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
multiple cum,-1.6743663875972645,214,2,0.00039982362920281897,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
outdoor anal,-1.6743663875972645,214,2,0.00039982362920281897,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
pegged,-1.6743663875972645,214,2,0.00039982362920281897,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
reality sucking,-1.6743663875972645,214,2,0.00039982362920281897,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
rebel,-1.6743663875972645,214,2,0.00039982362920281897,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
teen fisting,-1.6743663875972645,214,2,0.00039982362920281897,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
legend,-1.674366564348825,642,6,0.0011994708876084568,0.029829832074075736,1.1210008295406138e-05,0.0003757985719654265
cowgirl trimmed,-1.6766120044917607,643,6,0.0012013392223243578,0.029829832074075736,1.1210008295406138e-05,0.0003757985719654265
post,-1.6766120044917607,643,6,0.0012013392223243578,0.029829832074075736,1.1210008295406138e-05,0.0003757985719654265
hd old,-1.6770606557526582,536,5,0.0010014274077229483,0.029829832074075736,9.341673579505116e-06,0.00031316547663785545
horny blonde,-1.6770606557526582,536,5,0.0010014274077229483,0.029829832074075736,9.341673579505116e-06,0.00031316547663785545
shaved skinny,-1.6776514659715733,4397,41,0.008215067745816798,0.029829832074075736,7.660172335194195e-05,0.002567956908430415
wicked,-1.6788538667149104,322,3,0.0006016037785201295,0.029829832074075736,5.605004147703069e-06,0.00018789928598271326
lingerie teens,-1.6788539552159176,644,6,0.001203207557040259,0.029829832074075736,1.1210008295406138e-05,0.0003757985719654265
blonde casting,-1.6788539847162554,966,9,0.0018048113355603884,0.029829832074075736,1.6815012443109207e-05,0.0005636978579481398
dick tiny,-1.679749743190363,537,5,0.0010032957424388493,0.029829832074075736,9.341673579505116e-06,0.00031316547663785545
anal blonde,-1.6798633550635713,7626,71,0.014247920543461202,0.029829832074075736,0.00013265176482897263,0.004446949768257547
creampie orgasm,-1.6810922502229557,215,2,0.00040169196391872,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
fucks amateur,-1.6810922502229557,215,2,0.00040169196391872,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
hd oil,-1.6810922502229557,215,2,0.00040169196391872,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
pie feet,-1.6810922502229557,215,2,0.00040169196391872,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
wett,-1.6810922502229557,215,2,0.00040169196391872,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
mature russian,-1.6833273430453266,323,3,0.0006034721132360304,0.029829832074075736,5.605004147703069e-06,0.00018789928598271326
titfuck verified,-1.6833273430453266,323,3,0.0006034721132360304,0.029829832074075736,5.605004147703069e-06,0.00018789928598271326
urine,-1.6833273430453266,323,3,0.0006034721132360304,0.029829832074075736,5.605004147703069e-06,0.00018789928598271326
bondage brunette,-1.6833275025711485,3230,30,0.006034721132360305,0.029829832074075736,5.605004147703069e-05,0.0018789928598271326
stunning18,-1.6839653815546662,754,7,0.0014087243757893715,0.029829832074075736,1.3078343011307162e-05,0.00043843166729299764
blake,-1.6844435924278942,431,4,0.000805252262553341,0.029829832074075736,7.473338863604092e-06,0.0002505323813102844
amateurs brunette,-1.6851129277785868,539,5,0.0010070324118706515,0.029829832074075736,9.341673579505116e-06,0.00031316547663785545
amateur mexico,-1.6877866359922538,108,1,0.0002017801493173105,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
amateurs mature,-1.6877866359922538,108,1,0.0002017801493173105,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
blowjob skills,-1.6877866359922538,108,1,0.0002017801493173105,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
body worship,-1.6877866359922538,108,1,0.0002017801493173105,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
caged,-1.6877866359922538,108,1,0.0002017801493173105,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
debutantes,-1.6877866359922538,108,1,0.0002017801493173105,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
deep cum,-1.6877866359922538,108,1,0.0002017801493173105,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
dirty amateur,-1.6877866359922538,108,1,0.0002017801493173105,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
douche,-1.6877866359922538,108,1,0.0002017801493173105,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
fetish glamour,-1.6877866359922538,108,1,0.0002017801493173105,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
fists,-1.6877866359922538,108,1,0.0002017801493173105,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
flexing,-1.6877866359922538,108,1,0.0002017801493173105,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
griffith,-1.6877866359922538,108,1,0.0002017801493173105,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
handjob slow,-1.6877866359922538,108,1,0.0002017801493173105,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
janice griffith,-1.6877866359922538,108,1,0.0002017801493173105,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
latin reality,-1.6877866359922538,108,1,0.0002017801493173105,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
miu,-1.6877866359922538,108,1,0.0002017801493173105,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
nathan bronson,-1.6877866359922538,108,1,0.0002017801493173105,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
nice blowjob,-1.6877866359922538,108,1,0.0002017801493173105,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
nylonfeetlove,-1.6877866359922538,108,1,0.0002017801493173105,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
office amateur,-1.6877866359922538,108,1,0.0002017801493173105,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
old brunette,-1.6877866359922538,108,1,0.0002017801493173105,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
plug creampie,-1.6877866359922538,108,1,0.0002017801493173105,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
porn compilation,-1.6877866359922538,108,1,0.0002017801493173105,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
pregnant redhead,-1.6877866359922538,108,1,0.0002017801493173105,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
real redhead,-1.6877866359922538,108,1,0.0002017801493173105,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
russian chicas,-1.6877866359922538,108,1,0.0002017801493173105,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
schoolgirl skirt,-1.6877866359922538,108,1,0.0002017801493173105,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
sex german,-1.6877866359922538,108,1,0.0002017801493173105,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
sexy toes,-1.6877866359922538,108,1,0.0002017801493173105,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
shows pussy,-1.6877866359922538,108,1,0.0002017801493173105,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
smelly feet,-1.6877866359922538,108,1,0.0002017801493173105,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
sucking asian,-1.6877866359922538,108,1,0.0002017801493173105,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
tetas enormes,-1.6877866359922538,108,1,0.0002017801493173105,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
toys tits,-1.6877866359922538,108,1,0.0002017801493173105,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
virgin virgin,-1.6877866359922538,108,1,0.0002017801493173105,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
cute deepthroat,-1.6877869022395513,216,2,0.000403560298634621,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
man licking,-1.6877869022395513,216,2,0.000403560298634621,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
mas,-1.6877869022395513,216,2,0.000403560298634621,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
tits fucked,-1.6877869022395513,216,2,0.000403560298634621,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
piss fetish,-1.6877870353632347,432,4,0.000807120597269242,0.029829832074075736,7.473338863604092e-06,0.0002505323813102844
couple asian,-1.6877870797378016,648,6,0.001210680895903863,0.029829832074075736,1.1210008295406138e-05,0.0003757985719654265
como,-1.6904562486753498,541,5,0.0010107690813024536,0.029829832074075736,9.341673579505116e-06,0.00031316547663785545
digital playground,-1.6911227477881037,433,4,0.000808988931985143,0.029829832074075736,7.473338863604092e-06,0.0002505323813102844
austin,-1.6922328957740296,325,3,0.0006072087826678325,0.029829832074075736,5.605004147703069e-06,0.00018789928598271326
fat fat,-1.6922328957740296,325,3,0.0006072087826678325,0.029829832074075736,5.605004147703069e-06,0.00018789928598271326
tits rimming,-1.692232984646077,650,6,0.001214417565335665,0.029829832074075736,1.1210008295406138e-05,0.0003757985719654265
titfuck,-1.6923413262462657,4442,41,0.008299142808032345,0.029829832074075736,7.660172335194195e-05,0.002567956908430415
masturbates 1825,-1.6944506319682868,217,2,0.00040542863335052203,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
mommyblowsbest,-1.6944506319682868,217,2,0.00040542863335052203,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
strapon big,-1.6944506319682868,217,2,0.00040542863335052203,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
wars,-1.6944506319682868,217,2,0.00040542863335052203,0.029829832074075736,3.736669431802046e-06,0.0001252661906551422
group group,-1.6944508797108304,3038,28,0.005676000866907309,0.029829832074075736,5.231337204522865e-05,0.0017537266691719905
amateur compilation,-1.6954002763459084,760,7,0.0014199343840847775,0.029829832074075736,1.3078343011307162e-05,0.00043843166729299764
blonde caucasian,-1.6957799525677335,8688,80,0.01623209201174809,0.029829832074075736,0.00014946677727208186,0.005010647626205687
compilation couple,-1.6986754360572218,1197,11,0.002236396654933525,0.029829832074075736,2.0551681874911254e-05,0.000688964048603282
1080p anal,-1.7010834564067447,109,1,0.00020364848403321153,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
alexa flexy,-1.7010834564067447,109,1,0.00020364848403321153,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
blowjob funny,-1.7010834564067447,109,1,0.00020364848403321153,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
buen,-1.7010834564067447,109,1,0.00020364848403321153,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
cock pulsating,-1.7010834564067447,109,1,0.00020364848403321153,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
dolls,-1.7010834564067447,109,1,0.00020364848403321153,0.029829832074075736,1.868334715901023e-06,6.26330953275711e-05
